"X","Y"
5,93.04
5,95.85
5,98.55
5,101.02
5,105.75
5,98.09
5,105.48
5,94.89
5,99.5
5,101.35
5,95.39
5,98.49
5,96.14
5,98.78
5,101.91
5,98.1
5,106.64
5,100.09
5,105.02
5,97.05
5,107.13
5,95.07
5,101.67
5,99.07
5,99.72
5,91.46
5,91.33
5,97.88
5,100.23
5,96.27
5,97.22
5,96.45
5,107.74
5,106.3
5,95.78
5,99.28
5,102.22
5,103.29
5,103.51
5,98.94
5,101.17
5,99.3
5,97.69
5,94.1
5,112.84
5,99.24
5,99.08
5,99.4
5,97.85
5,99.16
5,91.85
5,105.52
5,90.22
5,101.38
5,102.47
5,96.75
5,96.18
5,93.16
5,89.49
5,92.8
5,98.85
5,99.02
5,95.31
5,96.63
5,99.16
5,92.74
5,103.4
5,98.36
5,97.36
5,101.19
5,95.17
5,106.83
5,100.6
5,100.34
5,94.64
5,102.18
5,99.14
5,99
5,93.56
5,98.68
5,101.7
5,95.24
5,98.84
5,94.78
5,105.43
5,102.46
5,99.12
5,91.25
5,101.64
5,102.35
5,108.18
5,94.06
5,105.38
5,97.68
5,101.13
5,91.27
5,99.7
5,106.43
5,104.97
5,109.77
5,97.97
5,104.74
5,92.74
5,94.27
5,99.56
5,95.25
5,98.15
5,98.72
5,95.67
5,93.2
5,95.41
5,101.07
5,107.95
5,98.85
5,104
5,97.39
5,106.79
5,101.29
5,96.86
5,103.53
5,96.22
5,103.04
5,102.35
5,98.3
5,101.82
5,96.25
5,104.36
5,104.79
5,98.71
5,99.99
5,100.32
5,101.59
5,104.42
5,98.17
5,101.52
5,93.81
5,105.58
5,100.68
5,98.44
5,105.43
5,96.82
5,92.27
5,102.4
5,108.11
5,93.52
5,96.61
5,94.89
5,103.83
5,96.26
5,101.79
5,100.01
5,101
5,100.56
5,105.94
5,95.57
5,96.79
5,101.26
5,98.2
5,100.93
5,102.2
5,109.58
5,96.27
5,107.27
5,94.96
5,93.91
5,97.76
5,100.11
5,101.1
5,99.88
5,97.21
5,100.74
5,101.62
5,102.74
5,92.31
5,98.11
5,102.36
5,96.47
5,108.8
5,96.29
5,108.24
5,99.74
5,108.05
5,96.42
5,99.18
5,93.35
5,109.14
5,101.8
5,101.75
5,99.95
5,103.32
5,93.23
5,99.77
5,94.12
5,98.3
5,98.8
5,97.39
5,100.28
5,100.78
5,91.15
5,97.85
5,105.85
5,96.93
5,103.89
5,98.3
5,99.5
5,106.12
5,92.96
5,107.37
5,97.23
5,93.11
5,95.83
5,108.75
5,101.42
5,94.12
5,100.5
5,101.38
5,90.55
5,99.45
5,100.5
5,105.99
5,102.4
5,98.88
5,99.11
5,97.59
5,94.9
5,98.95
5,88.07
5,96.89
5,91.86
5,101.22
5,95.47
5,95.39
5,102.81
5,96.57
5,100.1
5,97.01
5,100.79
5,97.28
5,101.15
5,101.51
5,98.71
5,105.86
5,103.9
5,102.95
5,97.6
5,99.02
5,93.98
5,102.17
5,97.74
5,103.71
5,105.73
5,96.73
5,101.69
5,95.56
5,98.11
5,103.55
5,102.21
5,100.01
5,106.87
5,98.22
5,108.28
5,102.44
5,95.31
5,100.53
5,97.32
5,111.54
5,105.8
5,98.17
5,99.51
5,96.65
5,103.15
5,106.3
5,100.5
5,100.99
5,99.38
5,98.34
5,95.48
5,98.91
5,101.68
5,102.57
5,107.2
5,103.42
5,99.77
5,99.65
5,90.96
5,104.86
5,102.66
5,100.77
5,107.87
5,96.45
5,100.56
5,98.28
5,92.98
5,94.77
5,107.06
5,98.68
5,100.78
5,98.22
5,95.83
5,103.86
5,101
5,106.36
5,105.47
5,106.55
5,107.85
5,103.84
5,102.44
5,98.08
5,92.27
5,94.32
5,97.41
5,103.56
5,96.05
5,105.3
5,97.52
5,106.31
5,96.15
5,106.38
5,110.25
5,103.38
5,104.9
5,99.92
5,106.12
5,93.42
5,106.62
5,98.81
5,101.85
5,103.01
5,111.23
5,103.27
5,103.17
5,91.08
5,104.23
5,110.38
5,98.65
5,101.31
5,105.92
5,100.85
5,104.12
5,106.55
5,101.32
5,102.03
5,102.25
5,95.79
5,94.88
5,106.22
5,97.09
5,99.72
5,104.19
5,99.74
5,101.23
5,87.38
5,103.14
5,99.55
5,96.1
5,94.76
5,99.16
5,97
5,103.91
5,97.26
5,101.31
5,103.29
5,92.93
5,99.83
5,95.06
5,100.63
5,102.81
5,99.1
5,97.02
5,101.97
5,98.26
5,106.49
5,100.09
5,98.38
5,107.89
5,100.33
5,94.47
5,102.92
5,102.43
5,103.25
5,97.5
5,95.92
5,102.18
5,101.79
5,104.05
5,100.08
5,109.58
5,102.97
5,109.66
5,99.43
5,99.23
5,104.67
5,100.81
5,99.75
5,97.97
5,100.26
5,96.5
5,94.65
5,102.25
5,96.44
5,100.36
5,99.34
5,98.66
5,103.79
5,102.09
5,101.07
5,104.88
5,99.61
5,99.35
5,98.61
5,101.39
5,93.9
5,100.65
5,101.13
5,106.33
5,100.9
5,108.5
5,100.68
5,101.9
5,98.46
5,99.95
5,109.74
5,103.61
5,96.53
5,93.38
5,102.76
5,99.05
5,98.26
5,105.1
5,100.46
5,101.49
5,103.14
5,94.29
5,96.71
5,98.4
5,95.79
5,94.87
5,102.48
5,99.23
5,105.82
5,94.4
5,104.37
5,96.15
5,104.8
5,96.42
5,111.34
5,98.34
5,101.03
5,103.37
5,102.55
5,101.12
5,101.62
5,97.48
5,97.76
5,102.07
5,102.62
5,107.79
5,104.15
5,101.84
5,97.24
5,94.4
5,98.84
5,104.2
5,100.46
5,99.49
5,95.52
5,98.75
5,102.19
5,95.93
5,111.94
5,97.99
5,94.36
5,100.73
5,102.73
5,104.32
5,101.99
5,92.49
5,104.16
5,106.42
5,98.74
5,103.83
5,101.66
5,99.32
5,95.64
5,107.63
5,104.86
5,100.2
5,99.28
5,106.22
5,102.71
5,98.97
5,99.98
5,107.01
5,100.16
5,100.16
5,112.72
5,94.75
5,106.47
5,96.45
5,98.92
5,110.51
5,105.59
5,101.36
5,101.09
5,99.71
5,99.33
5,101.02
5,102.78
5,102.45
5,98.69
5,96.24
5,98.18
5,98.51
5,95.67
5,98.38
5,100.5
5,96.16
5,101.57
5,101.54
5,101.24
5,98.84
5,101.46
5,104.55
5,96.62
5,100.01
5,104.99
5,91.58
5,103.87
5,100.26
5,99.72
5,105.79
5,97.39
5,87.49
5,102.83
5,101.08
5,102.44
5,103.61
5,114.89
5,89.67
5,97.67
5,107.84
5,101.83
5,104.14
5,102.91
5,107.02
5,101.85
5,100.91
5,102.37
5,94.96
5,99.72
5,92.5
5,100.85
5,103.04
5,99.31
5,104.22
5,95.03
5,104.12
5,99.87
5,99.2
5,96.35
5,100.32
5,99.54
5,104.73
5,100.47
5,103.13
5,96.81
5,99.64
5,95.72
5,107.32
5,98.52
5,98.6
5,105.59
5,103.02
5,102.96
5,94.24
5,97.5
5,102.78
5,93.26
5,106.09
5,103.76
5,103.08
5,94.6
5,105.38
5,105.01
5,95.22
5,97.89
5,98.24
5,97.51
5,102.38
5,98.42
5,101.09
5,105.55
5,95.82
5,110.36
5,96.16
5,98.53
5,99.08
5,101.82
5,100.9
5,102.29
5,90.85
5,97.73
5,99.21
5,95.26
5,96.29
5,99.18
5,106.2
5,100.88
5,104.47
5,102.53
5,101.28
5,92.49
5,91.69
5,98.82
5,110.14
5,103.7
5,103.1
5,99.79
5,100.44
5,98.69
5,101.46
5,111.79
5,103.35
5,96.57
5,95.31
5,107.74
5,97.68
5,102.47
5,99.39
5,105.32
5,98.99
5,97.9
5,103.51
5,102.04
5,96.32
5,100.9
5,97.66
5,100.56
5,96.55
5,102.14
5,93.54
5,93.34
5,105.39
5,104.9
5,99.82
5,100.9
5,101.89
5,105.84
5,97.23
5,93.69
5,102.41
5,98.67
5,104.94
5,98.66
5,103.66
5,93.31
5,96.01
5,98.06
5,97.19
5,99.65
5,99.76
5,93.82
5,105.85
5,99.42
5,97.53
5,97.5
5,107.91
5,95.49
5,99.65
5,101.55
5,97.84
5,100.55
5,107.76
5,99.9
5,104.05
5,98.69
5,101.92
5,100.05
5,106.7
5,102.74
5,102.94
5,103.42
5,107.46
5,100.24
5,105.47
5,101.28
5,103.6
5,96.72
5,109.27
5,93.95
5,102.98
5,93.19
5,97.97
5,99.24
5,101.24
5,97
5,96.79
5,104.41
5,95.33
5,104.84
5,95.35
5,105.16
5,98.51
5,95.92
5,94.5
5,101.99
5,95.82
5,98.51
5,89.59
5,102.43
5,96.18
5,104.95
5,104.71
5,99.44
5,98.44
5,100.06
5,88.65
5,98.87
5,106.36
5,102.02
5,100.6
5,97
5,98.41
5,100.52
5,95.66
5,102.31
5,99.04
5,103.42
5,100.3
5,99.96
5,98.14
5,91.58
5,87.23
5,95.97
5,106.32
5,98.1
5,107.81
5,103.44
5,102.31
5,93.24
5,108.81
5,97.34
5,92.99
5,113.64
5,90.83
5,94.07
5,100.42
5,93.73
5,105.03
5,100.71
5,96.97
5,100.68
5,100.91
5,100.13
5,103.15
5,93.75
5,96.97
5,99.79
5,92
5,102.16
5,96.81
5,100.75
5,98.85
5,97.41
5,91.13
5,98.56
5,92.44
5,99.86
5,97.06
5,97.45
5,100.95
5,102.67
5,102.04
5,99.21
5,96.9
5,108.57
5,93.1
5,98.29
5,103.7
5,107.06
5,93.95
5,98.89
5,96.12
5,107.94
5,99.88
5,96.97
5,102.54
5,96.03
5,99.97
5,98.01
5,89.69
5,98.17
5,103.18
5,98.71
5,95.26
5,97.55
5,99.85
5,94.72
5,101.98
5,99.31
5,96.38
5,94.6
5,101.91
5,101.8
5,104.47
5,100.43
5,103
5,98.81
5,99.69
5,103.4
5,91.96
5,95.67
5,101.64
5,94.02
5,97.95
5,95.79
5,104.36
5,98.64
5,108.21
5,96.63
5,95.37
5,93.02
5,102.17
5,99.11
5,89.39
5,95.4
5,101.63
5,99.2
5,101.28
5,100.3
5,97.32
5,109.05
5,102.82
5,104.65
5,98.13
5,99.38
5,93.74
5,98.79
5,102.31
5,100.87
5,101.78
5,96.09
5,90.91
5,100.46
5,103.22
5,100.2
5,103.37
5,99.29
5,93.62
5,98.22
5,95.64
5,92.2
5,95.34
5,100.23
5,100.62
5,94.15
5,104.28
5,99.22
5,99.56
5,96.51
5,95.99
5,97.13
5,107.6
5,95.98
5,95.37
5,101.96
5,102.33
5,104.82
5,99.47
5,107.45
5,100.89
5,100.81
5,103.26
5,98.84
5,100.81
5,102.58
5,87.65
5,96.5
5,106.32
5,95.24
5,100.01
5,96.81
5,92.27
5,96.66
5,91.6
5,101.37
5,92.71
5,93.85
5,102.64
5,102.19
5,102.66
5,94.18
5,106.15
5,94.68
5,91.68
5,108.25
5,99.98
5,92.4
5,104.65
5,105.4
5,102.44
5,97
5,106.6
5,96.9
5,99.12
5,101.32
5,102.23
5,103.29
5,101.37
5,101.4
5,98.29
5,98.05
5,91.09
5,96
5,97.61
5,96.12
5,99.43
5,99.52
5,94.58
5,96.2
5,95.85
5,90.71
5,105.32
5,100.67
5,93.84
5,106
5,102.9
5,104.8
5,97.02
5,102.68
5,98.78
5,94.81
5,105.16
5,95.93
5,103.12
5,99.92
5,104.26
5,99.77
5,96.17
5,100.17
5,105.42
5,94.55
5,95.48
5,98.57
5,107.62
5,95.89
5,93.22
5,97.88
5,103.38
5,98.84
5,93.44
5,107.2
5,98.3
5,95.71
5,102.28
5,95.75
5,93.66
5,99.35
5,98.96
5,103.6
5,102.96
5,96.08
5,90.34
5,102.71
5,101.87
5,108.46
5,109.82
5,97.91
5,100.61
5,92.25
5,106.27
5,104.31
5,100.24
5,97.42
5,105.03
5,92.22
5,101.33
5,103.14
5,103.18
5,92.2
5,103.32
5,100.43
5,98.33
5,97.34
5,97.16
5,99.24
5,99.3
5,101.71
5,92.82
5,105.92
5,96.36
5,92.84
5,99.51
5,103.32
5,93.93
5,111.07
5,104.77
5,106.3
5,100.15
5,101
5,94.05
5,104.93
5,107.11
5,105.75
5,96.54
5,101.86
5,100.97
5,93.31
5,105.02
5,107.87
5,105.18
5,102.08
5,96.5
5,103.74
5,100.29
5,94.37
5,93.76
5,99.3
5,100.52
5,95.11
5,101.39
5,100.35
5,105.84
5,99.76
5,97.56
5,95.64
5,98.91
5,101.29
5,96.28
5,104.23
5,100.92
5,106.92
5,101.56
5,93.37
5,97.67
5,104.01
5,99
5,95.62
5,98.54
5,101.09
5,99.02
5,87.84
5,100.81
5,99.34
5,102.52
5,103.32
5,99.25
5,103.16
5,99.02
5,105.69
5,93.84
5,105.78
5,98.19
5,98.93
5,98.61
5,98.17
5,103.46
5,97.65
5,102.5
5,83.24
5,98.89
5,105.82
5,99.42
5,105.04
5,97.74
5,98.14
5,102.83
5,101.68
5,102.82
5,103.84
5,98.95
5,99.79
5,98.53
5,104.84
5,104.94
5,98.99
5,103.78
5,100.95
5,98.22
5,93.13
5,97.64
5,92.7
5,101.5
5,101.57
5,93.81
5,96.09
5,105.57
5,99.89
5,98.03
5,96.56
5,100.14
5,103.39
5,100.39
5,95.78
5,101.02
5,93.84
5,95.06
5,96.83
5,102.46
5,87.25
5,101.56
5,99.94
5,105.14
5,94.42
5,99.42
5,100.43
5,99.81
5,105.58
5,100.16
5,106.74
5,102.91
5,106.35
5,103.33
5,106.01
5,100.03
5,106.26
5,96.15
5,96.62
5,111.21
5,98.18
5,95.57
5,102.1
5,104.72
5,98.65
5,102.26
5,109.27
5,107.46
5,110.82
5,104.43
5,99.76
5,96.11
5,98.86
5,99.43
5,104.01
5,103.46
5,102.56
5,100.3
5,101.71
5,102.76
5,89.34
5,101.83
5,100.68
5,99.63
5,100.51
5,100.72
5,97.73
5,98.26
5,97.04
5,94.66
5,95.53
5,99.04
5,104.62
5,91.1
5,87.71
5,97.91
5,97.02
5,98.09
5,98.14
5,98.06
5,99.15
5,105.92
5,98.45
5,94.75
5,110.87
5,103.08
5,102.59
5,103.93
5,96.2
5,96.38
5,101.02
5,106.41
5,106.25
5,97.14
5,101.66
5,109.75
5,100.77
5,88.12
5,103.44
5,96.01
5,100.84
5,94.25
5,101.72
5,90.28
5,92.66
5,98.02
5,99.45
5,99.88
5,100.06
5,95.22
5,92.07
5,100.16
5,95.27
5,100.21
5,106.02
5,101.25
5,103.67
5,103.28
5,97.35
5,100
5,105.17
5,98.25
5,101.94
5,100.27
5,96.29
5,96.39
5,101.87
5,101.42
5,108.97
5,99.28
5,99.77
5,105.99
5,100.97
5,103.05
5,106.91
5,104.36
5,96.61
5,88.44
5,92.26
5,94.78
5,103.57
5,98.02
5,97.34
5,98.03
5,106.32
5,99.21
5,101.61
5,97.89
5,96.73
5,96.11
5,94.41
5,103.94
5,101.3
5,96.74
5,85.39
5,101.22
5,103.53
5,104.84
5,101.91
5,108.06
5,101.41
5,95.18
5,105.42
5,104.51
5,108.03
5,100.66
5,101.89
5,96.55
5,104.32
5,102.81
5,96.05
5,96.62
5,92.45
5,98.7
5,105.05
5,105.07
5,96.72
5,94.71
5,96.84
5,99.15
5,98.98
5,104.29
5,97.03
5,93.51
5,96.14
5,99.79
5,101.69
5,94.57
5,94.96
5,92.39
5,100.81
5,98.82
5,94.03
5,102.07
5,93.4
5,95.57
5,106.54
5,96.39
5,93.74
5,95.26
5,96.64
5,100.58
5,101.76
5,104.62
5,101.74
5,90.89
5,96.72
5,98.65
5,102.7
5,97.82
5,98.2
5,104.66
5,101.11
5,101.44
5,99.91
5,96.85
5,98.73
5,100.92
5,96.66
5,89.05
5,106.41
5,91.76
5,106.77
5,102.99
5,88.58
5,112.53
5,101.56
5,104.7
5,98.04
5,95.33
5,97.47
5,102.49
5,109.99
5,95.38
5,104.04
5,101.02
5,100.58
5,97.56
5,94.93
5,108.21
5,105.26
5,92.53
5,101.9
5,98.91
5,94.91
5,102.39
5,96.03
5,93.09
5,99.37
5,99.51
5,100.53
5,97.36
5,101.95
5,106.07
5,100.25
5,96.74
5,108.39
5,99.33
5,92.03
5,89.71
5,105.86
5,95.41
5,106.47
5,100.23
5,102.89
5,98.56
5,108.07
5,97.93
5,95.69
5,103.45
5,100.3
5,92.73
5,93.73
5,100.92
5,98.89
5,90.17
5,103.6
5,95.99
5,102.09
5,96.92
5,103.3
5,105.51
5,100.53
5,99.58
5,98.39
5,96.25
5,98.2
5,101.46
5,97.66
5,95.86
5,91.29
5,104.95
5,112.65
5,107.22
5,99.64
5,95.51
5,93.43
5,101.66
5,106.64
5,99.48
5,107.83
5,104.13
5,98.69
5,98.83
5,105
5,104.66
5,100.25
5,98.12
5,109.77
5,93.72
5,101.46
5,98.73
5,101.06
5,103.73
5,106.95
5,102.81
5,100.19
5,96.45
5,99.55
5,100.78
5,105.65
5,94.12
5,109.54
5,99.41
5,107.15
5,100.25
5,102.79
5,104.47
5,102.26
5,95.67
5,98.94
5,107.15
5,100.46
5,100.74
5,93.1
5,90.82
5,99.95
5,98.23
5,100.67
5,97.72
5,99.71
5,100.35
5,100.34
5,101.28
5,103.94
5,95.77
5,98.14
5,102.83
5,103.31
5,103.59
5,99.42
5,98.86
5,94.23
5,99.92
5,99.14
5,102.83
5,98.63
5,95.02
5,95.14
5,102.28
5,98.94
5,96.59
5,96.81
5,105.37
5,103.15
5,107.64
5,100.38
5,101.79
5,102.45
5,96.45
5,97.33
5,94.77
5,98.05
5,87.45
5,102.92
5,104.56
5,98.33
5,95.93
5,94.38
5,95.95
5,104.65
5,97.83
5,97.35
5,94.94
5,96.72
5,99.43
5,104.27
5,97.84
5,99.6
5,104.14
5,96.66
5,96.08
5,109.65
5,99.72
5,107.42
5,99.42
5,101.95
5,98.76
5,94.82
5,95.6
5,101.99
5,100
5,99.19
5,96.01
5,101.61
5,101.67
5,107.34
5,103.54
5,103.66
5,95.64
5,104.79
5,108.83
5,107.52
5,103.37
5,104.68
5,94.47
5,98.21
5,103.66
5,106.25
5,109.59
5,103.68
5,96.54
5,110.89
5,99.1
5,106.79
5,96.03
5,94.03
5,100.98
5,96.96
5,96.52
5,95.54
5,97.81
5,107.03
5,97.42
5,97.15
5,102.51
5,101.19
5,100.53
5,100.74
5,109.19
5,99.08
5,92.42
5,97.19
5,101.45
5,93.26
5,102.72
5,104.2
5,102.1
5,104.89
5,103.73
5,94.03
5,104.66
5,108.06
5,101.15
5,101.69
5,101.5
5,105.05
5,106.69
5,107.11
5,98.9
5,101.34
5,94.75
5,95.6
5,100.93
5,91.46
5,99.39
5,98.83
5,97.91
5,95.92
5,102.07
5,100.28
5,105.03
5,96.06
5,96.07
5,106.85
5,104.09
5,98.09
5,95.04
5,98.59
5,104.6
5,99.93
5,94.9
5,88.93
5,105.01
5,98.48
5,99.28
5,103.39
5,105.27
5,99.67
5,101.65
5,102.1
5,98.43
5,97.1
5,101.96
5,100.44
5,101.97
5,100.38
5,96.95
5,97.08
5,89.54
5,99.62
5,95.77
5,105.26
5,104.01
5,97.83
5,108.78
5,98.61
5,102.23
5,102.99
5,96.86
5,99.23
5,99.16
5,105.33
5,103.98
5,105.14
5,105.34
5,104.91
5,94.48
5,99.44
5,100.71
5,99.96
5,93.92
5,94.65
5,104.58
5,110.05
5,89.81
5,99.53
5,99.91
5,96.58
5,96.93
5,99.18
5,93.14
5,106.52
5,106.05
5,94.49
5,95.73
5,102.66
5,100.23
5,94.07
5,106.46
5,98.08
5,105.87
5,101.2
5,92.86
5,109.39
5,95.96
5,87.49
5,92.22
5,98.85
5,106.36
5,98.54
5,104.88
5,98.55
5,103.24
5,86.64
5,98.93
5,108.4
5,99.12
5,97.3
5,104.72
5,99.96
5,103.01
5,103.7
5,97.75
5,99.23
5,112.89
5,96.9
5,100.05
5,93.44
5,103.64
5,102.39
5,98.79
5,91.46
5,96.85
5,100.38
5,102.27
5,98.25
5,98.77
5,98.35
5,95.37
5,102.01
5,100.76
5,105.93
5,103.3
5,108.22
5,104.04
5,91.84
5,103.79
5,103.66
5,105.04
5,107.53
5,102.64
5,96.69
5,98.73
5,105.54
5,98.08
5,103.38
5,105.94
5,89.72
5,99.81
5,91.67
5,99.47
5,100.26
5,103.72
5,100.63
5,100.07
5,97.28
5,101.24
5,106.22
5,100.14
5,104.24
5,98
5,93.97
5,96.88
5,99.79
5,107.84
5,104.88
5,92.46
5,98.42
5,106.23
5,100.1
5,104.9
5,100.64
5,93.32
5,107.54
5,94.11
5,90.62
5,97.33
7,91.4
7,93.75
7,83.15
7,93.27
7,93.46
7,88.84
7,86.97
7,89.64
7,91.55
7,89.25
7,82.9
7,93.86
7,97.33
7,88.72
7,91.91
7,95.84
7,90.28
7,94.13
7,83.31
7,87.04
7,84.17
7,82.94
7,88.22
7,88.1
7,84.17
7,92.69
7,86.24
7,93.14
7,86.96
7,90.01
7,91.9
7,88.78
7,90.58
7,91.61
7,90.83
7,86.36
7,94.8
7,89.05
7,81.02
7,92.77
7,91.26
7,87.75
7,86.74
7,89.11
7,84.88
7,88.85
7,85.4
7,88.27
7,95.4
7,95.22
7,87.9
7,97.04
7,98.41
7,90.36
7,84.96
7,83.96
7,90.26
7,88.34
7,84.59
7,92.62
7,77.34
7,88.34
7,92.46
7,95.47
7,91.71
7,90.8
7,91.65
7,87.33
7,93.53
7,95.11
7,92
7,89.02
7,92.86
7,93.75
7,92.73
7,94.76
7,81.45
7,86.38
7,88.98
7,92.88
7,93.24
7,92.84
7,85.77
7,90.09
7,84.73
7,96.07
7,85.13
7,90.93
7,89.77
7,96.13
7,95.64
7,88.29
7,80.07
7,92.49
7,82.03
7,93.08
7,99.27
7,88.79
7,84.22
7,93.42
7,86.5
7,92.88
7,99.04
7,96.78
7,89.77
7,89.44
7,92.21
7,89.01
7,96.56
7,96.1
7,92.55
7,96.27
7,99.83
7,89.91
7,91.6
7,89.5
7,90.6
7,91.16
7,88.81
7,89.48
7,86.54
7,96.76
7,93.89
7,94.31
7,83.75
7,89.55
7,89.21
7,101.01
7,91.42
7,85.7
7,90.37
7,88.14
7,89.86
7,93.21
7,88.38
7,88.18
7,89.14
7,84.19
7,87.9
7,90.67
7,92.65
7,92.4
7,93.42
7,93.98
7,87.07
7,91.28
7,93.16
7,88.67
7,94.15
7,86.13
7,94.6
7,95.23
7,77.68
7,90.19
7,92.59
7,97.57
7,94.41
7,86.22
7,84.32
7,90.21
7,88.93
7,89.32
7,91.38
7,93.05
7,90.02
7,85.32
7,90.37
7,81.88
7,88.13
7,89.7
7,88.66
7,94.33
7,91.27
7,92.42
7,87.67
7,88.62
7,91.33
7,92.25
7,89.09
7,92.45
7,90.81
7,96.17
7,94.51
7,94.37
7,87.85
7,98.88
7,97.66
7,85.93
7,88.49
7,91.83
7,91.85
7,90.12
7,87.34
7,89.86
7,91.85
7,88.76
7,94.32
7,92.01
7,83.21
7,87.93
7,94.99
7,93.55
7,87.62
7,88.86
7,93.45
7,95.02
7,94.53
7,79.78
7,88.18
7,86.85
7,95.85
7,87.79
7,80.01
7,89.57
7,92.19
7,85.84
7,88.76
7,90.07
7,88.39
7,92.14
7,89.21
7,95.73
7,86.45
7,91.45
7,78.99
7,90.45
7,89.26
7,91.9
7,87.41
7,89.75
7,89.42
7,93.72
7,85.77
7,92.17
7,79.71
7,86.94
7,87.64
7,90.36
7,91.19
7,97.5
7,92.46
7,94.14
7,90.69
7,92.5
7,90
7,81.87
7,88.98
7,90.49
7,95.37
7,84.48
7,94.21
7,91.06
7,89.48
7,81.27
7,97.71
7,86.31
7,88.47
7,97.38
7,91.93
7,85.61
7,85.09
7,87.69
7,94.93
7,88.82
7,91.37
7,88.39
7,83.08
7,94.39
7,87.88
7,86.14
7,90.29
7,92.09
7,96.82
7,84.29
7,92.41
7,80.85
7,87.67
7,98.75
7,91.69
7,84.65
7,90.04
7,100.74
7,95.83
7,96.75
7,88.4
7,90.18
7,90.88
7,96.79
7,93.59
7,91.31
7,90.44
7,90.72
7,93.89
7,85.89
7,97.4
7,99.53
7,87.07
7,86.72
7,89.01
7,87.12
7,88.35
7,88
7,92.33
7,84.66
7,91.16
7,83.4
7,90.4
7,92.64
7,86.6
7,93.84
7,90.96
7,91.92
7,97.45
7,88.33
7,93.81
7,80.45
7,88.61
7,87.08
7,88.47
7,88.57
7,86.18
7,88.09
7,92.95
7,84.99
7,95.14
7,86.35
7,93.09
7,90.25
7,94.08
7,88.72
7,88.45
7,89.6
7,88.36
7,85.91
7,89.33
7,93.78
7,81.14
7,87.94
